date,Ndtct,Npct_75,PctRH_75,Npct_50,PctRH_50,Npct_25,PctRH_25,Nfit,SumRH,MaxRH,Tmin,Tavg,Tmax,Temp_BB,Area_BB,Lat,Lon,SATZ,Flowrate_km3_per_day
2012-03-18 21:50:14.101,5,1,4.65175,1,4.65175,2,6.60901,3,7.009102,4.65175,0.0,1893.66666666667,2357.0,1650.0,11.0561,25.16526,52.880989,33.8577,147.88486753424655
2012-03-19 21:31:20.196,9,2,5.4069,2,5.4069,2,5.4069,3,6.053527,2.73204,0.0,1722.66666666667,1891.0,1671.0,6.18111,25.168257,52.87888,55.1111,171.8920170410959
2012-03-19 23:11:34.123,17,2,51.5529,2,51.5529,4,68.91397,8,87.2936,29.1808,0.0,1616.5,1910.0,1469.0,110.409,25.1714675,52.886488,69.9649,1638.930249369863
2012-03-19 23:11:35.902,30,2,63.7653,2,63.7653,6,114.93499,13,149.53349,35.8797,0.0,1647.0,2216.0,1558.0,107.467,25.169373,52.888382,69.9677,2027.1775017534248
2012-03-20 21:12:22.731,4,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.178064,52.87138,67.9962,0.0
2012-03-20 21:12:24.511,7,1,7.11506,3,17.31829,4,19.57148,4,19.57148,7.11506,0.0,1546.5,1923.0,1434.0,29.6561,25.172852,52.866508,67.9592,226.1965293917808
2012-03-20 22:52:52.672,4,1,3.50554,2,6.00612,2,6.00612,2,6.00612,3.50554,0.0,1481.0,1571.0,1571.0,10.1606,25.164679,52.882053,58.8102,111.44543849863012
2012-03-20 22:52:54.451,4,2,6.63804,2,6.63804,2,6.63804,2,6.63804,3.47498,0.0,1481.0,1516.0,1446.0,14.035,25.160385,52.882664,58.8378,211.03147548493155
2012-03-21 22:34:07.661,7,1,6.70654,1,6.70654,2,9.97292,3,10.515747,6.70654,0.0,1656.66666666667,1921.0,1616.0,17.3552,25.161119,52.879864,40.8533,213.2091749369863
2012-03-22 22:15:20.878,4,1,0.475699,2,0.822467,2,0.822467,2,0.822467,0.475699,0.0,1746.0,1818.0,1674.0,1.06825,25.166256,52.87933,11.3168,15.123057688219177
2012-03-23 21:56:30.534,5,1,4.4064,1,4.4064,1,4.4064,2,4.805523,4.4064,0.0,1659.0,1781.0,1537.0,13.9231,25.166729,52.874973,23.9747,140.08488854794518
2012-03-26 22:40:21.725,3,1,1.33289,1,1.33289,1,1.33289,1,1.33289,1.33289,0.0,1654.0,1654.0,1654.0,3.143,25.161827,52.880051,47.9065,42.374216389041095
2012-03-26 22:40:23.504,4,1,1.86644,2,3.11438,2,3.11438,2,3.11438,1.86644,0.0,1707.5,1812.0,1603.0,4.98106,25.168755,52.874928,47.9534,59.33642869041096
2012-03-31 22:46:35.823,5,1,1.40137,1,1.40137,2,1.998391,2,1.998391,1.40137,0.0,1622.5,1832.0,1413.0,6.19651,25.160007,52.867039,53.855,44.55128001643836
2012-03-31 22:46:37.603,2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.157766,52.865101,53.8523,0.0
2012-04-01 22:27:50.816,5,3,11.63612,3,11.63612,3,11.63612,3,11.63612,4.65133,0.0,1566.33333333333,1586.0,1571.0,13.4696,25.163544,52.882069,32.4829,369.92660070136986
2012-04-03 21:50:10.119,9,2,33.9814,3,46.8077,4,52.91548,5,54.71144,17.9304,0.0,1596.0,1693.0,1610.0,47.0159,25.16058,52.880375,33.8546,1080.3106008767122
2012-04-04 21:31:16.212,29,1,34.9031,2,55.9115,2,55.9115,8,67.088742,34.9031,0.0,1642.375,2036.0,1696.0,74.3776,25.166706,52.878677,55.2271,1109.6125802191782
2012-04-04 23:11:31.918,5,1,26.1973,1,26.1973,3,42.047,4,47.16399,26.1973,0.0,1441.0,1636.0,1636.0,64.4511,25.167809,52.879684,69.9234,832.8444650410959
2012-04-04 23:11:33.697,2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.153725,52.869484,69.895,0.0
2012-04-05 21:12:20.528,3,2,7.51875,2,7.51875,2,7.51875,2,7.51875,4.09923,0.0,1517.5,1546.0,1546.0,12.6435,25.16169,52.876007,67.9212,239.03033219178081
