latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
45.1625,37.8775,311.3,2.6,1.6,2013-06-02,0913,Terra,MODIS,65,6.03,296.9,27.2,D,2
45.1613,37.8762,305.6,1,1,2013-06-03,1926,Terra,MODIS,65,6.03,283.3,8.6,N,2
45.162,37.89,312.4,1.6,1.2,2013-06-05,0806,Terra,MODIS,47,6.03,293,14.7,D,2
45.1619,37.8829,315.3,1.6,1.2,2013-06-05,0806,Terra,MODIS,65,6.03,294.2,18.4,D,2
45.1572,37.8787,308.9,1.1,1,2013-06-05,1914,Terra,MODIS,76,6.03,287.5,11.9,N,2
45.162,37.8848,309.7,1.1,1.1,2013-06-05,2324,Aqua,MODIS,78,6.03,286.4,14.1,N,2
45.1658,37.8841,308.7,3.4,1.7,2013-06-09,0742,Terra,MODIS,58,6.03,293.7,31.9,D,2
45.1604,37.881,324.3,1,1,2013-06-10,0825,Terra,MODIS,75,6.03,304.1,15.9,D,2
45.1603,37.888,308,1,1,2013-06-10,1932,Terra,MODIS,73,6.03,291.4,9.4,N,2
45.1596,37.887,313.7,1,1,2013-06-10,2343,Aqua,MODIS,88,6.03,289.2,14.5,N,2
45.1622,37.8768,300.3,3.1,1.7,2013-06-11,1837,Terra,MODIS,25,6.03,287.8,22.5,N,2
45.1594,37.8925,315.9,1.3,1.1,2013-06-12,0812,Terra,MODIS,12,6.03,297.4,9.2,D,2
45.1582,37.882,324.3,1.3,1.1,2013-06-12,0812,Terra,MODIS,75,6.03,297.7,21.1,D,2
45.1612,37.8759,317,1.3,1.1,2013-06-12,0812,Terra,MODIS,38,6.03,297.9,11,D,2
45.1621,37.8814,309,2.1,1.4,2013-06-12,0955,Aqua,MODIS,38,6.03,292.3,13.4,D,2
45.1619,37.8773,310.6,2.1,1.4,2013-06-12,0955,Aqua,MODIS,45,6.03,292.6,16,D,2
45.1657,37.882,313.4,1,1,2013-06-12,1920,Terra,MODIS,87,6.03,291.4,13.3,N,2
45.1623,37.8898,306.8,1,1,2013-06-12,2330,Aqua,MODIS,69,6.03,285.1,10,N,2
45.1608,37.8792,313.2,1.5,1.2,2013-06-13,0855,Terra,MODIS,53,6.03,296.6,12.5,D,2
45.1615,37.8828,323.1,1,1,2013-06-13,1038,Aqua,MODIS,47,6.03,302.5,11.7,D,2
45.1629,37.8939,300.3,2.4,1.5,2013-06-13,2003,Terra,MODIS,23,6.03,290.1,14,N,2
45.158,37.889,302.6,2.4,1.5,2013-06-13,2003,Terra,MODIS,50,6.03,290.3,18.5,N,2
45.1625,37.8895,304.6,1.3,1.1,2013-06-14,1908,Terra,MODIS,29,6.03,291.7,9.8,N,2
45.1667,37.8852,301.5,1.8,1.3,2013-06-16,1856,Terra,MODIS,41,6.03,285.4,12.1,N,2
45.1645,37.8834,305.3,1,1,2013-06-17,0831,Terra,MODIS,33,6.03,274.1,5.7,D,2
45.1604,37.8842,313.2,1.1,1.1,2013-06-17,2349,Aqua,MODIS,87,6.03,288.4,15.3,N,2
45.1581,37.8766,317.6,1.6,1.2,2013-06-18,1056,Aqua,MODIS,67,6.03,298.2,18.5,D,2
45.1657,37.881,303.5,2.6,1.5,2013-06-18,1843,Terra,MODIS,55,6.03,290.4,20.8,N,2
